,Phenotype,Chromosome,Position,LOD,Max LOD
63,LOD PG_18_2,2,36.48,2.848779087,FALSE
64,LOD PG_18_2,2,37.09,2.832395972,FALSE
65,LOD PG_18_2,2,38.94,2.782709479,FALSE
66,LOD PG_18_2,2,39.54,2.76659494,FALSE
67,LOD PG_18_2,2,40,2.754240461,FALSE
68,LOD PG_18_2,2,40.14,2.756400549,FALSE
69,LOD PG_18_2,2,40.73,2.76550378,FALSE
70,LOD PG_18_2,2,41.33,2.774761304,FALSE
71,LOD PG_18_2,2,42.53,2.79327635,FALSE
72,LOD PG_18_2,2,43.16,2.802996749,FALSE
73,LOD PG_18_2,2,43.16,2.802996749,FALSE
74,LOD PG_18_2,2,44.36,2.821511795,FALSE
75,LOD PG_18_2,2,44.96,2.830769319,FALSE
76,LOD PG_18_2,2,44.96,2.830769319,FALSE
77,LOD PG_18_2,2,45,2.831386487,FALSE
78,LOD PG_18_2,2,45.56,2.718245671,FALSE
79,LOD PG_18_2,2,45.56,2.718245671,FALSE
80,LOD PG_18_2,2,46.16,2.597023368,FALSE
81,LOD PG_18_2,2,46.16,2.597023368,FALSE
82,LOD PG_18_2,2,46.16,2.597023368,FALSE
83,LOD PG_18_2,9,90,4.061407219,FALSE
84,LOD PG_18_2,9,90.1,4.09622809,FALSE
85,LOD PG_18_2,9,91.31,4.517560625,FALSE
86,LOD PG_18_2,9,91.31,4.517560625,FALSE
87,LOD PG_18_2,9,91.91,4.726485849,FALSE
88,LOD PG_18_2,9,92.51,4.935411073,FALSE
89,LOD PG_18_2,9,92.51,4.935411073,FALSE
90,LOD PG_18_2,9,93.15,5.158264646,FALSE
91,LOD PG_18_2,9,93.15,5.158264646,FALSE
92,LOD PG_18_2,9,93.76,5.370671957,FALSE
93,LOD PG_18_2,9,95,5.802450754,TRUE
94,LOD PG_18_2,9,95.59,5.571398746,FALSE
95,LOD PG_18_2,9,98.07,4.600197085,FALSE
96,LOD PG_18_2,9,100,3.844382889,FALSE
97,LOD PG_18_2,9,100.54,4.045967896,FALSE
98,LOD PG_18_2,9,101.74,4.493934577,FALSE
99,LOD PG_18_2,9,101.74,4.493934577,FALSE
100,LOD PG_18_2,9,102.96,4.949367369,FALSE
101,LOD PG_18_2,9,103.56,5.17335071,FALSE
102,LOD PG_18_2,9,104.15,5.393600995,FALSE
103,LOD MGDG_18_2,6,65,3.319305829,TRUE
104,LOD MGDG_18_2,6,66.27,3.133259961,FALSE
105,LOD MGDG_18_2,6,66.27,3.133259961,FALSE
106,LOD MGDG_18_2,6,66.87,3.045364275,FALSE
107,LOD MGDG_18_2,6,70,2.586841782,FALSE
108,LOD MGDG_18_2,9,3,2.819382317,FALSE
109,LOD MGDG_18_2,9,4.83,3.802496281,FALSE
110,LOD MGDG_18_2,9,5,3.893823808,TRUE
111,LOD MGDG_18_2,9,5.42,3.808429798,FALSE
112,LOD MGDG_18_2,9,6.02,3.686438355,FALSE
113,LOD MGDG_18_2,9,6.02,3.686438355,FALSE
114,LOD MGDG_18_2,9,6.68,3.552247768,FALSE
115,LOD MGDG_18_2,9,7.27,3.432289516,FALSE
116,LOD MGDG_18_2,9,8.48,3.186273439,FALSE
117,LOD MGDG_18_2,9,9.68,2.942290554,FALSE
118,LOD MGDG_18_2,9,10,2.877228451,FALSE
119,LOD MGDG_18_2,9,10.89,2.676450455,FALSE
120,LOD MGDG_18_2,9,93.15,2.608636052,FALSE
121,LOD MGDG_18_2,9,93.15,2.608636052,FALSE
122,LOD MGDG_18_2,9,93.76,2.752656944,FALSE
123,LOD MGDG_18_2,9,95,3.045420725,TRUE
124,LOD MGDG_18_2,9,95.59,2.929427295,FALSE
125,LOD MGDG_18_2,9,101.74,2.778745412,FALSE
126,LOD MGDG_18_2,9,101.74,2.778745412,FALSE
127,LOD MGDG_18_2,9,102.96,3.280992666,FALSE
128,LOD MGDG_18_2,9,103.56,3.527999513,FALSE
129,LOD MGDG_18_2,9,104.15,3.770889578,TRUE
130,LOD MGDG_18_2,11,19.34,2.593747462,FALSE
131,LOD MGDG_18_2,11,19.34,2.593747462,FALSE
132,LOD MGDG_18_2,11,19.34,2.593747462,FALSE
133,LOD MGDG_18_2,11,20,2.838922775,FALSE
134,LOD MGDG_18_2,11,23.29,2.989367288,FALSE
135,LOD MGDG_18_2,11,23.92,3.018175812,FALSE
136,LOD MGDG_18_2,11,23.92,3.018175812,FALSE
137,LOD MGDG_18_2,11,23.92,3.018175812,FALSE
138,LOD MGDG_18_2,11,23.92,3.018175812,FALSE
139,LOD MGDG_18_2,11,24.52,3.045612501,FALSE
140,LOD MGDG_18_2,11,25,3.067561853,FALSE
141,LOD MGDG_18_2,11,30,3.690484929,TRUE
142,LOD MGDG_18_2,11,35,3.22713599,FALSE
143,LOD MGDG_18_2,11,36.51,2.644599235,FALSE
144,LOD MGDG_18_2,11,36.51,2.644599235,FALSE
145,LOD MGDG_18_2,11,36.51,2.644599235,FALSE
146,LOD DGDG_16_0,4,52.26,2.753610513,FALSE
147,LOD DGDG_16_0,4,52.26,2.753610513,FALSE
148,LOD DGDG_16_0,4,52.26,2.753610513,FALSE
149,LOD DGDG_16_0,4,52.87,2.860495817,FALSE
150,LOD DGDG_16_0,4,54.09,3.074266426,FALSE
151,LOD DGDG_16_0,4,54.09,3.074266426,FALSE
152,LOD DGDG_16_0,4,54.71,3.182903949,FALSE
153,LOD DGDG_16_0,4,55,3.233718274,TRUE
154,LOD DGDG_16_0,4,55.31,3.069830391,FALSE
155,LOD DGDG_16_0,4,55.31,3.069830391,FALSE
156,LOD DGDG_16_0,4,55.91,2.752628035,FALSE
157,LOD DGDG_18_2,3,17.24,2.629818092,FALSE
158,LOD DGDG_18_2,3,17.24,2.629818092,FALSE
159,LOD DGDG_18_2,3,18.46,2.865185231,FALSE
160,LOD DGDG_18_2,3,19.05,2.979010322,FALSE
161,LOD DGDG_18_2,3,20,3.162288012,TRUE
162,LOD DGDG_18_2,3,20.88,2.934681854,FALSE
163,LOD DGDG_18_2,3,21.48,2.779495837,FALSE
164,LOD DGDG_18_2,3,22.08,2.624309821,FALSE
165,LOD DGDG_18_2,4,0,4.792901969,TRUE
166,LOD DGDG_18_2,4,0,4.792901969,FALSE
167,LOD DGDG_18_2,4,0.62,4.707539853,FALSE
168,LOD DGDG_18_2,4,0.62,4.707539853,FALSE
169,LOD DGDG_18_2,4,1.85,4.538192429,FALSE
170,LOD DGDG_18_2,4,1.85,4.538192429,FALSE
171,LOD DGDG_18_2,4,2.47,4.452830314,FALSE
172,LOD DGDG_18_2,4,2.47,4.452830314,FALSE
173,LOD DGDG_18_2,4,3.08,4.368845006,FALSE
174,LOD DGDG_18_2,4,3.08,4.368845006,FALSE
175,LOD DGDG_18_2,4,3.7,4.28348289,FALSE
176,LOD DGDG_18_2,4,4.31,4.199497582,FALSE
177,LOD DGDG_18_2,4,4.31,4.199497582,FALSE
178,LOD DGDG_18_2,4,4.31,4.199497582,FALSE
179,LOD DGDG_18_2,4,4.31,4.199497582,FALSE
180,LOD DGDG_18_2,4,4.31,4.199497582,FALSE
181,LOD DGDG_18_2,4,4.31,4.199497582,FALSE
182,LOD DGDG_18_2,4,4.92,4.115512275,FALSE
183,LOD DGDG_18_2,4,4.92,4.115512275,FALSE
184,LOD DGDG_18_2,4,5,4.104497808,FALSE
185,LOD DGDG_18_2,4,5.53,4.129401946,FALSE
186,LOD DGDG_18_2,4,6.14,4.158065198,FALSE
187,LOD DGDG_18_2,4,6.14,4.158065198,FALSE
188,LOD DGDG_18_2,4,6.14,4.158065198,FALSE
189,LOD DGDG_18_2,4,6.14,4.158065198,FALSE
190,LOD DGDG_18_2,4,6.75,4.18672845,FALSE
191,LOD DGDG_18_2,4,6.75,4.18672845,FALSE
192,LOD DGDG_18_2,4,9.38,4.310309358,FALSE
193,LOD DGDG_18_2,4,9.98,4.338502721,FALSE
194,LOD DGDG_18_2,4,10,4.3394425,FALSE
195,LOD DGDG_18_2,4,10.58,4.063751966,FALSE
196,LOD DGDG_18_2,5,0,2.695025335,TRUE
197,LOD DGDG_18_2,6,0,2.694506777,TRUE
198,LOD DGDG_18_2,6,0,2.694506777,FALSE
199,LOD DGDG_18_2,6,0,2.694506777,FALSE
200,LOD DGDG_18_2,6,0,2.694506777,FALSE
201,LOD DGDG_18_2,6,14.45,2.627508449,FALSE
202,LOD DGDG_18_2,6,15,2.666716715,TRUE
203,LOD DGDG_18_2,6,15.06,2.653440618,FALSE
204,LOD DGDG_18_2,6,15.06,2.653440618,FALSE
205,LOD DGDG_18_2,8,37.16,2.626402422,FALSE
206,LOD DGDG_18_2,8,37.16,2.626402422,FALSE
207,LOD DGDG_18_2,8,37.16,2.626402422,FALSE
208,LOD DGDG_18_2,8,38.38,2.690287764,FALSE
209,LOD DGDG_18_2,8,39.6,2.754173107,FALSE
210,LOD DGDG_18_2,8,39.6,2.754173107,FALSE
211,LOD DGDG_18_2,8,40,2.775119121,TRUE
212,LOD DGDG_18_2,8,40.21,2.718785347,FALSE
213,LOD DGDG_18_2,9,0,4.365669867,FALSE
214,LOD DGDG_18_2,9,0.6,4.677637979,FALSE
215,LOD DGDG_18_2,9,0.6,4.677637979,FALSE
216,LOD DGDG_18_2,9,1.2,4.989606091,FALSE
217,LOD DGDG_18_2,9,1.79,5.296374734,FALSE
218,LOD DGDG_18_2,9,3,5.925510427,FALSE
219,LOD DGDG_18_2,9,4.83,6.877013169,FALSE
220,LOD DGDG_18_2,9,5,6.965404134,TRUE
221,LOD DGDG_18_2,9,5.42,6.963303989,FALSE
222,LOD DGDG_18_2,9,6.02,6.960303782,FALSE
223,LOD DGDG_18_2,9,6.02,6.960303782,FALSE
224,LOD DGDG_18_2,9,6.68,6.957003555,FALSE
225,LOD DGDG_18_2,9,7.27,6.954053351,FALSE
226,LOD DGDG_18_2,9,8.48,6.948002934,FALSE
227,LOD DGDG_18_2,9,9.68,6.942002521,FALSE
228,LOD DGDG_18_2,9,10,6.94040241,FALSE
229,LOD DGDG_18_2,9,10.89,6.335720069,FALSE
230,LOD DGDG_18_2,9,11.48,5.934863236,FALSE
231,LOD DGDG_18_2,9,12.69,5.112767018,FALSE
232,LOD DGDG_18_2,9,13.89,4.297464985,FALSE
233,LOD DGDG_18_2,9,13.89,4.297464985,FALSE
234,LOD DGDG_18_2,9,14.52,3.869431417,FALSE
235,LOD DGDG_18_2,9,15,3.543310604,FALSE
236,LOD DGDG_18_2,9,15.11,3.543061708,FALSE
237,LOD DGDG_18_2,9,18.24,3.535979471,FALSE
238,LOD DGDG_18_2,9,18.24,3.535979471,FALSE
239,LOD DGDG_18_2,9,18.24,3.535979471,FALSE
240,LOD DGDG_18_2,9,18.84,3.534621854,FALSE
241,LOD DGDG_18_2,9,19.44,3.533264237,FALSE
242,LOD DGDG_18_2,9,20,3.531997128,FALSE
243,LOD DGDG_18_2,9,21.27,3.342473097,FALSE
244,LOD DGDG_18_2,9,25,2.785839528,FALSE
245,LOD DGDG_18_2,9,25.07,2.780636227,FALSE
246,LOD DGDG_18_2,9,25.07,2.780636227,FALSE
247,LOD DGDG_18_2,9,25.68,2.735293171,FALSE
248,LOD DGDG_18_2,9,25.68,2.735293171,FALSE
249,LOD DGDG_18_2,9,25.68,2.735293171,FALSE
250,LOD DGDG_18_2,9,26.28,2.690693445,FALSE
251,LOD DGDG_18_2,9,26.28,2.690693445,FALSE
252,LOD DGDG_18_2,9,26.87,2.646837048,FALSE
253,LOD DGDG_18_2,9,95,2.792409636,TRUE
254,LOD DGDG_18_2,9,95.59,2.734685789,FALSE
255,LOD DGDG_18_2,9,101.74,3.095209654,FALSE
256,LOD DGDG_18_2,9,101.74,3.095209654,FALSE
257,LOD DGDG_18_2,9,102.96,3.650509593,FALSE
258,LOD DGDG_18_2,9,103.56,3.923607924,FALSE
259,LOD DGDG_18_2,9,104.15,4.192154615,TRUE
260,LOD DGDG_18_2,10,0,13.74073028,TRUE
261,LOD DGDG_18_2,10,0,13.74073028,FALSE
262,LOD DGDG_18_2,10,2.47,12.90271575,FALSE
263,LOD DGDG_18_2,10,2.47,12.90271575,FALSE
264,LOD DGDG_18_2,10,3.07,12.69914947,FALSE
265,LOD DGDG_18_2,10,3.07,12.69914947,FALSE
266,LOD DGDG_18_2,10,3.68,12.49219041,FALSE
267,LOD DGDG_18_2,10,4.27,12.2920169,FALSE
268,LOD DGDG_18_2,10,4.87,12.08845062,FALSE
269,LOD DGDG_18_2,10,4.87,12.08845062,FALSE
270,LOD DGDG_18_2,10,5,12.04434459,FALSE
271,LOD DGDG_18_2,10,5.49,11.71576572,FALSE
272,LOD DGDG_18_2,10,5.49,11.71576572,FALSE
273,LOD DGDG_18_2,10,5.49,11.71576572,FALSE
274,LOD DGDG_18_2,10,5.49,11.71576572,FALSE
275,LOD DGDG_18_2,10,6.1,11.30671856,FALSE
276,LOD DGDG_18_2,10,6.7,10.90437708,FALSE
277,LOD DGDG_18_2,10,7.31,10.49532992,FALSE
278,LOD DGDG_18_2,10,7.91,10.09298844,FALSE
279,LOD DGDG_18_2,10,9.76,8.852435564,FALSE
280,LOD DGDG_18_2,10,10,8.691498974,FALSE
281,LOD DGDG_18_2,10,11.61,8.049516109,FALSE
282,LOD DGDG_18_2,10,12.22,7.806280365,FALSE
283,LOD DGDG_18_2,10,12.22,7.806280365,FALSE
284,LOD DGDG_18_2,10,12.22,7.806280365,FALSE
285,LOD DGDG_18_2,10,12.83,7.563044621,FALSE
286,LOD DGDG_18_2,10,13.43,7.323796349,FALSE
287,LOD DGDG_18_2,10,14.03,7.084548076,FALSE
288,LOD DGDG_18_2,10,15,6.697763368,FALSE
289,LOD DGDG_18_2,10,15.24,6.604698505,FALSE
290,LOD DGDG_18_2,10,15.83,6.375914051,FALSE
291,LOD DGDG_18_2,10,20,4.758912062,FALSE
292,LOD DGDG_18_2,10,21.04,4.041757536,FALSE
293,LOD DGDG_18_2,10,21.64,3.62801454,FALSE
294,LOD DGDG_18_2,10,22.24,3.214271544,FALSE
295,LOD DGDG_18_2,10,22.24,3.214271544,FALSE
296,LOD DGDG_18_2,10,22.24,3.214271544,FALSE
297,LOD DGDG_18_2,10,22.24,3.214271544,FALSE
298,LOD DGDG_18_2,11,7.26,2.696177577,FALSE
299,LOD DGDG_18_2,11,7.86,2.982910339,FALSE
300,LOD DGDG_18_2,11,8.45,3.264864222,FALSE
301,LOD DGDG_18_2,11,9.66,3.843108625,FALSE
302,LOD DGDG_18_2,11,10,4.005590523,FALSE
303,LOD DGDG_18_2,11,10.25,4.092266098,FALSE
304,LOD DGDG_18_2,11,10.85,4.300287477,FALSE
305,LOD DGDG_18_2,11,10.85,4.300287477,FALSE
306,LOD DGDG_18_2,11,10.85,4.300287477,FALSE
307,LOD DGDG_18_2,11,10.85,4.300287477,FALSE
308,LOD DGDG_18_2,11,11.44,4.504841833,FALSE
309,LOD DGDG_18_2,11,12.04,4.712863212,FALSE
310,LOD DGDG_18_2,11,12.63,4.917417567,FALSE
311,LOD DGDG_18_2,11,13.23,5.125438946,FALSE
312,LOD DGDG_18_2,11,13.82,5.329993302,FALSE
313,LOD DGDG_18_2,11,15,5.739102014,FALSE
314,LOD DGDG_18_2,11,15.65,5.908171664,FALSE
315,LOD DGDG_18_2,11,18.12,6.550636336,FALSE
316,LOD DGDG_18_2,11,18.12,6.550636336,FALSE
317,LOD DGDG_18_2,11,18.73,6.709301701,FALSE
318,LOD DGDG_18_2,11,19.34,6.867967065,FALSE
319,LOD DGDG_18_2,11,19.34,6.867967065,FALSE
320,LOD DGDG_18_2,11,19.34,6.867967065,FALSE
321,LOD DGDG_18_2,11,20,7.039637787,FALSE
322,LOD DGDG_18_2,11,23.29,8.800192785,FALSE
323,LOD DGDG_18_2,11,23.92,9.137320338,FALSE
324,LOD DGDG_18_2,11,23.92,9.137320338,FALSE
325,LOD DGDG_18_2,11,23.92,9.137320338,FALSE
326,LOD DGDG_18_2,11,23.92,9.137320338,FALSE
327,LOD DGDG_18_2,11,24.52,9.458394198,FALSE
328,LOD DGDG_18_2,11,25,9.715253286,FALSE
329,LOD DGDG_18_2,11,30,10.04874396,TRUE
330,LOD DGDG_18_2,11,35,8.05068173,FALSE
331,LOD DGDG_18_2,11,36.51,6.982904053,FALSE
332,LOD DGDG_18_2,11,36.51,6.982904053,FALSE
333,LOD DGDG_18_2,11,36.51,6.982904053,FALSE
334,LOD DGDG_18_2,11,38.34,5.688842364,FALSE
335,LOD DGDG_18_2,11,38.34,5.688842364,FALSE
336,LOD DGDG_18_2,11,38.94,5.264559844,FALSE
337,LOD DGDG_18_2,11,39.54,4.840277323,FALSE
338,LOD DGDG_18_2,11,40,4.514994057,FALSE
339,LOD DGDG_18_2,11,40.13,4.471758789,FALSE
340,LOD DGDG_18_2,11,42.6,3.650288703,FALSE
341,LOD DGDG_18_2,11,43.21,3.447415524,FALSE
342,LOD DGDG_18_2,11,43.21,3.447415524,FALSE
343,LOD DGDG_18_2,11,44.41,3.048320746,FALSE
344,LOD DGDG_18_2,11,44.41,3.048320746,FALSE
345,LOD DGDG_18_2,11,45,2.852099146,FALSE
346,LOD DGDG_18_2,11,45.63,2.749317913,FALSE
347,LOD DGDG_18_2,11,45.63,2.749317913,FALSE
348,LOD DGDG_18_2,11,46.23,2.651431024,FALSE
349,LOD DGDG_18_2,11,46.23,2.651431024,FALSE
350,LOD DGDG_18_2,11,46.23,2.651431024,FALSE
351,LOD PC_18_1,1,35,2.761688172,FALSE
352,LOD PC_18_1,1,35.14,2.766011585,FALSE
353,LOD PC_18_1,1,35.75,2.784849314,TRUE
354,LOD PC_18_2,9,8.48,2.531883733,FALSE
355,LOD PC_18_2,9,9.68,2.928874569,FALSE
356,LOD PC_18_2,9,10,3.034738791,TRUE
357,LOD PC_18_2,9,10.89,2.74509521,FALSE
358,LOD PC_18_2,9,11.48,2.553084297,FALSE
359,LOD PC_18_2,9,19.44,2.370601131,FALSE
360,LOD PC_18_2,9,20,2.492069857,TRUE
361,LOD PC_18_3,10,0,3.456311557,FALSE
362,LOD PC_18_3,10,0,3.456311557,FALSE
363,LOD PC_18_3,10,2.47,3.49001461,FALSE
364,LOD PC_18_3,10,2.47,3.49001461,FALSE
365,LOD PC_18_3,10,3.07,3.498201587,FALSE
366,LOD PC_18_3,10,3.07,3.498201587,FALSE
367,LOD PC_18_3,10,3.68,3.506525013,FALSE
368,LOD PC_18_3,10,4.27,3.51457554,FALSE
369,LOD PC_18_3,10,4.87,3.522762517,FALSE
370,LOD PC_18_3,10,4.87,3.522762517,FALSE
371,LOD PC_18_3,10,5,3.524536361,TRUE
372,LOD PC_18_3,10,5.49,3.273947946,FALSE
373,LOD PC_18_3,10,5.49,3.273947946,FALSE
374,LOD PC_18_3,10,5.49,3.273947946,FALSE
375,LOD PC_18_3,10,5.49,3.273947946,FALSE
376,LOD PC_18_3,10,6.1,2.961990939,FALSE
377,LOD PC_18_3,10,6.7,2.655147981,FALSE
378,LOD SQDG_16_0,6,38.12,2.872575712,FALSE
379,LOD SQDG_16_0,6,38.72,3.01206355,FALSE
380,LOD SQDG_16_0,6,40,3.309637604,FALSE
381,LOD SQDG_16_0,6,41.25,3.404488321,FALSE
382,LOD SQDG_16_0,6,41.25,3.404488321,FALSE
383,LOD SQDG_16_0,6,41.88,3.452293082,FALSE
384,LOD SQDG_16_0,6,42.5,3.499339037,FALSE
385,LOD SQDG_16_0,6,43.11,3.545626187,FALSE
386,LOD SQDG_16_0,6,43.73,3.592672142,FALSE
387,LOD SQDG_16_0,6,43.73,3.592672142,FALSE
388,LOD SQDG_16_0,6,43.73,3.592672142,FALSE
389,LOD SQDG_16_0,6,44.96,3.686005247,FALSE
390,LOD SQDG_16_0,6,44.96,3.686005247,FALSE
391,LOD SQDG_16_0,6,44.96,3.686005247,FALSE
392,LOD SQDG_16_0,6,44.96,3.686005247,FALSE
393,LOD SQDG_16_0,6,45,3.68904047,TRUE
394,LOD SQDG_16_0,6,45.58,3.452234889,FALSE
395,LOD SQDG_16_0,6,45.58,3.452234889,FALSE
396,LOD SQDG_16_0,6,46.21,3.195015034,FALSE
397,LOD SQDG_16_0,6,46.21,3.195015034,FALSE
398,LOD SQDG_16_0,6,46.21,3.195015034,FALSE
399,LOD SQDG_16_0,6,46.82,2.945960889,FALSE
400,LOD SQDG_16_0,6,47.46,2.68465818,FALSE
401,LOD SQDG_16_0,6,47.46,2.68465818,FALSE
402,LOD SQDG_18_0,11,10.85,2.624496215,FALSE
403,LOD SQDG_18_0,11,10.85,2.624496215,FALSE
404,LOD SQDG_18_0,11,10.85,2.624496215,FALSE
405,LOD SQDG_18_0,11,10.85,2.624496215,FALSE
406,LOD SQDG_18_0,11,11.44,2.729929493,FALSE
407,LOD SQDG_18_0,11,12.04,2.837149775,FALSE
408,LOD SQDG_18_0,11,12.63,2.942583053,FALSE
409,LOD SQDG_18_0,11,13.23,3.049803335,FALSE
410,LOD SQDG_18_0,11,13.82,3.155236613,FALSE
411,LOD SQDG_18_0,11,15,3.366103168,TRUE
412,LOD SQDG_18_0,11,15.65,3.165051787,FALSE
413,LOD SQDG_18_1,3,52.89,2.860713589,FALSE
414,LOD SQDG_18_1,3,52.89,2.860713589,FALSE
415,LOD SQDG_18_1,3,53.5,3.144891614,FALSE
416,LOD SQDG_18_1,3,53.5,3.144891614,FALSE
417,LOD SQDG_18_1,3,53.5,3.144891614,FALSE
418,LOD SQDG_18_1,3,53.5,3.144891614,FALSE
419,LOD SQDG_18_1,3,53.5,3.144891614,FALSE
420,LOD SQDG_18_1,3,54.09,3.419752327,FALSE
421,LOD SQDG_18_1,3,54.09,3.419752327,FALSE
422,LOD SQDG_18_1,3,54.09,3.419752327,FALSE
423,LOD SQDG_18_1,3,54.09,3.419752327,FALSE
424,LOD SQDG_18_1,3,54.09,3.419752327,FALSE
425,LOD SQDG_18_1,3,54.09,3.419752327,FALSE
426,LOD SQDG_18_1,3,54.69,3.699271697,FALSE
427,LOD SQDG_18_1,3,54.69,3.699271697,FALSE
428,LOD SQDG_18_1,3,55,3.843690038,TRUE
429,LOD SQDG_18_1,3,55.3,3.810665081,FALSE
430,LOD SQDG_18_1,3,55.3,3.810665081,FALSE
431,LOD SQDG_18_1,3,55.3,3.810665081,FALSE
432,LOD SQDG_18_1,3,55.91,3.743514337,FALSE
433,LOD SQDG_18_1,3,55.91,3.743514337,FALSE
434,LOD SQDG_18_1,3,55.91,3.743514337,FALSE
435,LOD SQDG_18_1,3,55.91,3.743514337,FALSE
436,LOD SQDG_18_1,3,55.91,3.743514337,FALSE
437,LOD SQDG_18_1,3,55.91,3.743514337,FALSE
438,LOD SQDG_18_1,3,55.91,3.743514337,FALSE
439,LOD SQDG_18_1,3,55.91,3.743514337,FALSE
440,LOD SQDG_18_1,3,57.13,3.609212849,FALSE
441,LOD SQDG_18_1,3,57.13,3.609212849,FALSE
442,LOD SQDG_18_1,3,57.13,3.609212849,FALSE
443,LOD SQDG_18_1,3,57.13,3.609212849,FALSE
444,LOD SQDG_18_1,3,57.13,3.609212849,FALSE
445,LOD SQDG_18_1,3,57.13,3.609212849,FALSE
446,LOD SQDG_18_1,3,57.74,3.542062105,FALSE
447,LOD SQDG_18_1,3,57.74,3.542062105,FALSE
448,LOD SQDG_18_1,3,57.74,3.542062105,FALSE
449,LOD SQDG_18_1,3,58.96,3.407760617,FALSE
450,LOD SQDG_18_1,3,60,3.293274103,FALSE
451,LOD SQDG_18_1,3,60.18,3.237941753,FALSE
452,LOD SQDG_18_1,3,60.18,3.237941753,FALSE
453,LOD SQDG_18_1,3,60.79,3.050426565,FALSE
454,LOD SQDG_18_1,3,60.79,3.050426565,FALSE
455,LOD SQDG_18_1,3,61.4,2.862911378,FALSE
456,LOD SQDG_18_1,3,61.4,2.862911378,FALSE
457,LOD SQDG_18_1,7,79.07,2.964203422,FALSE
458,LOD SQDG_18_1,7,79.07,2.964203422,FALSE
459,LOD SQDG_18_1,7,80,3.53484842,TRUE
460,LOD SQDG_18_1,7,80.9,3.208392158,FALSE
461,LOD SQDG_18_1,7,80.9,3.208392158,FALSE
462,LOD SQDG_18_1,7,82.17,2.747726099,FALSE
