,chr,pos (cM),LOD MGDG,LOD DGDG,LOD SQDG,LOD PG,LOD PEPI,LOD PC,LOD ratio
27,1,13.46,0.029381479,0.153073448,0.004499835,0.038513395,0.019109277,0.01619091,0.134545651
28,1,14.66,0.021439272,0.150750068,0.002004578,0.051677139,0.011268432,0.021295607,0.129827529
29,1,15,0.019188981,0.150091777,0.001297588,0.055406867,0.009046859,0.022741938,0.128490728
30,1,20,0.106894007,0.006218769,0.00221003,0.000509178,0.022216513,0.034722066,0.056409131
31,1,21.46,0.119737962,0.015254543,0.011163684,0.005151778,0.01595274,0.050216172,0.04983439
32,1,22.07,0.125104271,0.019029764,0.014904595,0.007091495,0.013335684,0.056689736,0.047087409
33,1,22.68,0.130470581,0.022804985,0.018645505,0.009031212,0.010718629,0.063163301,0.044340428
34,1,23.29,0.13583689,0.026580206,0.022386416,0.010970928,0.008101573,0.069636866,0.041593447
35,1,25,0.150880152,0.037163202,0.032873231,0.016408495,0.000765236,0.087784071,0.033892894
36,1,25.17,0.147688393,0.036997601,0.035314014,0.016823647,0.001536331,0.085763071,0.037280839
37,1,25.78,0.136235614,0.036403385,0.04407212,0.018313311,0.004303203,0.078511244,0.049437585
38,1,28.31,0.088734743,0.033938849,0.080396724,0.024491755,0.015778915,0.048433998,0.099858187
39,1,28.91,0.077469714,0.033354374,0.089011255,0.025956998,0.018500428,0.041301054,0.111815642
40,1,28.91,0.077469714,0.033354374,0.089011255,0.025956998,0.018500428,0.041301054,0.111815642
41,1,29.52,0.066016935,0.032760158,0.097769361,0.027446662,0.021267299,0.034049228,0.123972388
42,1,30,0.057004912,0.032292578,0.104660985,0.028618857,0.02344451,0.028342872,0.133538352
43,1,30.13,0.056479136,0.038253898,0.10448646,0.032931703,0.023466243,0.027831744,0.131088138
44,1,32.01,0.048875618,0.124463753,0.101962563,0.095302097,0.023780534,0.020440047,0.095654263
45,1,33.26,0.043820087,0.181784136,0.10028444,0.136771773,0.023989505,0.015525354,0.072094506
46,1,35,0.036782788,0.261574108,0.097948493,0.194497563,0.024280392,0.008684102,0.039299325
47,1,35.14,0.040533493,0.261980713,0.096686774,0.19401916,0.023777595,0.010488598,0.038423658
48,1,35.75,0.056875852,0.263752347,0.091189287,0.191934693,0.021586834,0.018351043,0.034608252
49,2,0,0.093957763,0.012662096,0.022406347,0.113841215,0.416399701,0.083899583,0.021466983
50,2,0.6,0.082764884,0.046194467,0.025815295,0.118167027,0.454305275,0.086220827,0.038985631
51,2,1.8,0.060379126,0.113259209,0.032633193,0.126818651,0.530116423,0.090863314,0.074022926
52,2,2.4,0.049186247,0.146791579,0.036042141,0.131144463,0.568021997,0.093184558,0.091541574
53,2,2.4,0.049186247,0.146791579,0.036042141,0.131144463,0.568021997,0.093184558,0.091541574
54,2,2.4,0.049186247,0.146791579,0.036042141,0.131144463,0.568021997,0.093184558,0.091541574
55,2,2.4,0.049186247,0.146791579,0.036042141,0.131144463,0.568021997,0.093184558,0.091541574
56,2,3,0.037993368,0.18032395,0.03945109,0.135470276,0.605927571,0.095505802,0.109060222
57,2,3,0.037993368,0.18032395,0.03945109,0.135470276,0.605927571,0.095505802,0.109060222
58,2,3.6,0.026800489,0.213856321,0.042860039,0.139796088,0.643833146,0.097827046,0.12657887
59,2,3.6,0.026800489,0.213856321,0.042860039,0.139796088,0.643833146,0.097827046,0.12657887
60,2,4.22,0.015234514,0.248506438,0.046382619,0.144266093,0.683002239,0.100225665,0.144681473
61,2,5,0.000683772,0.29209852,0.050814252,0.149889649,0.732279485,0.103243282,0.167455715
62,2,5.44,0.001070945,0.332189716,0.047740374,0.140233658,0.737928764,0.106520054,0.193837598
63,2,9.29,0.004458708,0.682987674,0.020843937,0.055743735,0.787359954,0.135191815,0.42467908
64,2,9.89,0.004986672,0.737657486,0.016652285,0.042576474,0.795063516,0.139660141,0.460654376
65,2,10,0.005083465,0.747680285,0.015883815,0.040162476,0.796475836,0.140479335,0.467249846
66,2,10.5,0.016279176,0.676237721,0.014836412,0.082716401,0.789191205,0.14929624,0.422688338
67,2,10.5,0.016279176,0.676237721,0.014836412,0.082716401,0.789191205,0.14929624,0.422688338
68,2,10.5,0.016279176,0.676237721,0.014836412,0.082716401,0.789191205,0.14929624,0.422688338
69,2,10.5,0.016279176,0.676237721,0.014836412,0.082716401,0.789191205,0.14929624,0.422688338
70,2,11.09,0.029490114,0.591935496,0.013600476,0.132930032,0.780595341,0.159700188,0.370105759
71,2,12.92,0.070466416,0.330455712,0.009766979,0.288677397,0.753933592,0.191970062,0.207010639
72,2,15,0.117040572,0.033254647,0.00540978,0.465701724,0.723629528,0.228648388,0.021634765
73,2,15.39,0.123353093,0.033751282,0.009606673,0.443609443,0.677012671,0.233225589,0.022852708
74,2,16.6,0.142938093,0.035292125,0.022627799,0.375066726,0.532380883,0.247426649,0.026631455
75,2,17.8,0.162361234,0.036820233,0.035541313,0.307090477,0.3889444,0.261510345,0.030378972
76,2,18.4,0.172072804,0.037584288,0.04199807,0.273102353,0.317226158,0.268552193,0.03225273
77,2,19.62,0.191819663,0.039137865,0.055126809,0.203993167,0.171399067,0.282870617,0.036062706
78,2,19.62,0.191819663,0.039137865,0.055126809,0.203993167,0.171399067,0.282870617,0.036062706
79,2,20,0.197970325,0.039621766,0.059216089,0.182467355,0.125977514,0.287330454,0.03724942
80,2,22.09,0.151236696,0.037825393,0.049434563,0.300555961,0.105402564,0.272239421,0.080328717
81,2,22.68,0.138043949,0.037318283,0.046673271,0.33389198,0.099594324,0.267979273,0.092489859
82,2,23.28,0.124627597,0.036802578,0.043865178,0.367793015,0.09368764,0.263646919,0.104857121
83,2,23.87,0.11143485,0.036295468,0.041103886,0.401129033,0.0878794,0.259386771,0.117018263
84,2,24.47,0.098018497,0.035779762,0.038295793,0.435030069,0.081972716,0.255054417,0.129385525
85,2,24.47,0.098018497,0.035779762,0.038295793,0.435030069,0.081972716,0.255054417,0.129385525
86,2,25,0.086167386,0.035324223,0.03581531,0.464975983,0.076755145,0.251227505,0.14030994
87,2,25.07,0.08668041,0.036193297,0.035854285,0.463741706,0.075683827,0.251456937,0.142280309
88,2,25.07,0.08668041,0.036193297,0.035854285,0.463741706,0.075683827,0.251456937,0.142280309
89,2,26.28,0.095548399,0.05121587,0.036527995,0.442406341,0.057165334,0.255422839,0.176339534
90,2,26.28,0.095548399,0.05121587,0.036527995,0.442406341,0.057165334,0.255422839,0.176339534
91,2,26.88,0.099945748,0.058665079,0.036862066,0.431826821,0.047982611,0.257389402,0.193228407
92,2,27.48,0.104343098,0.066114289,0.037196137,0.421247301,0.038799887,0.259355966,0.210117279
93,2,28.08,0.108740448,0.073563498,0.037530208,0.410667781,0.029617163,0.261322529,0.227006151
94,2,28.08,0.108740448,0.073563498,0.037530208,0.410667781,0.029617163,0.261322529,0.227006151
95,2,28.67,0.113064509,0.080888554,0.037858711,0.400264586,0.020587485,0.263256316,0.243613542
96,2,28.67,0.113064509,0.080888554,0.037858711,0.400264586,0.020587485,0.263256316,0.243613542
97,2,29.28,0.117535147,0.088461917,0.03819835,0.389508741,0.011251716,0.265255655,0.260783896
98,2,29.28,0.117535147,0.088461917,0.03819835,0.389508741,0.011251716,0.265255655,0.260783896
99,2,30,0.122811967,0.097400968,0.038599235,0.376813317,0.000232447,0.267615531,0.281050542
100,2,30.48,0.119508984,0.088754813,0.037899497,0.368598431,0.00235723,0.253470985,0.266362025
101,2,30.48,0.119508984,0.088754813,0.037899497,0.368598431,0.00235723,0.253470985,0.266362025
102,2,30.48,0.119508984,0.088754813,0.037899497,0.368598431,0.00235723,0.253470985,0.266362025
103,2,30.48,0.119508984,0.088754813,0.037899497,0.368598431,0.00235723,0.253470985,0.266362025
104,2,31.08,0.115380256,0.077947118,0.037024825,0.358329822,0.005013208,0.235790302,0.248001379
105,2,32.29,0.107053986,0.0561516,0.035260903,0.337621462,0.01036943,0.200134258,0.210974076
106,2,32.29,0.107053986,0.0561516,0.035260903,0.337621462,0.01036943,0.200134258,0.210974076
107,2,32.29,0.107053986,0.0561516,0.035260903,0.337621462,0.01036943,0.200134258,0.210974076
108,2,32.89,0.102925258,0.045343905,0.034386231,0.327352854,0.013025407,0.182453575,0.19261343
109,2,33.49,0.098796529,0.03453621,0.033511559,0.317084246,0.015681385,0.164772892,0.174252784
110,2,34.08,0.094736613,0.023908643,0.032651465,0.306986781,0.018293097,0.147386887,0.156198148
111,2,34.08,0.094736613,0.023908643,0.032651465,0.306986781,0.018293097,0.147386887,0.156198148
112,2,34.69,0.090539072,0.01292082,0.031762215,0.296547029,0.020993341,0.129411526,0.137531492
113,2,35,0.088405895,0.007336845,0.031310301,0.291241582,0.022365596,0.120276507,0.128045158
114,2,35.29,0.083988481,0.007753042,0.033415262,0.28941193,0.025065421,0.120135313,0.120962519
115,2,35.88,0.075001327,0.008599787,0.037697767,0.285689537,0.030558166,0.119848057,0.106553013
116,2,36.48,0.065861848,0.009460884,0.042052858,0.281904051,0.03614401,0.119555933,0.091899277
117,2,36.48,0.065861848,0.009460884,0.042052858,0.281904051,0.03614401,0.119555933,0.091899277
118,2,37.09,0.056570045,0.010336333,0.046480533,0.278055475,0.04182295,0.119258939,0.077001313
119,2,38.94,0.028389986,0.012991383,0.059908729,0.266383562,0.059045967,0.118358221,0.031818963
120,2,39.54,0.019250507,0.01385248,0.06426382,0.262598077,0.06463181,0.118066096,0.017165227
121,2,40,0.012243573,0.014512654,0.067602722,0.259695872,0.06891429,0.117842134,0.005930697
122,2,40.14,0.011905294,0.014613863,0.069580823,0.25478701,0.067992386,0.114653589,0.006917741
123,2,40.73,0.01047969,0.015040384,0.077917105,0.234099663,0.064107219,0.101216147,0.011077426
124,2,41.33,0.009029923,0.015474134,0.08639468,0.213061682,0.060156202,0.087550951,0.015307615
125,2,42.53,0.006130389,0.016341635,0.103349831,0.170985722,0.052254169,0.06022056,0.023767992
126,2,43.16,0.004608134,0.016797073,0.112251285,0.148895843,0.048105601,0.045872105,0.02820969
127,2,43.16,0.004608134,0.016797073,0.112251285,0.148895843,0.048105601,0.045872105,0.02820969
128,2,44.36,0.0017086,0.017664573,0.129206435,0.106819882,0.040203567,0.018541715,0.036670067
129,2,44.96,0.000258833,0.018098324,0.13768401,0.085781902,0.036252551,0.004876519,0.040900255
130,2,44.96,0.000258833,0.018098324,0.13768401,0.085781902,0.036252551,0.004876519,0.040900255
131,2,45,0.000162182,0.01812724,0.138249182,0.08437937,0.035989149,0.003965506,0.041182268
132,2,45.56,0.0038524,0.016903965,0.144790596,0.123978558,0.033231832,0.007402092,0.036901172
133,2,45.56,0.0038524,0.016903965,0.144790596,0.123978558,0.033231832,0.007402092,0.036901172
134,2,46.16,0.007806204,0.015593313,0.151799254,0.166406259,0.030277563,0.011084147,0.032314283
135,2,46.16,0.007806204,0.015593313,0.151799254,0.166406259,0.030277563,0.011084147,0.032314283
136,2,46.16,0.007806204,0.015593313,0.151799254,0.166406259,0.030277563,0.011084147,0.032314283
137,2,46.76,0.011760008,0.014282661,0.158807913,0.20883396,0.027323294,0.014766203,0.027727394
138,2,47.36,0.015713813,0.01297201,0.165816571,0.251261661,0.024369025,0.018448259,0.023140505
139,2,47.97,0.019733514,0.011639513,0.17294204,0.294396491,0.021365519,0.022191682,0.018477168
140,2,47.97,0.019733514,0.011639513,0.17294204,0.294396491,0.021365519,0.022191682,0.018477168
141,2,48.57,0.023687318,0.010328862,0.179950698,0.336824192,0.01841125,0.025873738,0.013890279
142,2,49.16,0.027575226,0.009040054,0.186842546,0.378544765,0.015506219,0.029494426,0.009379838
143,2,50,0.033110552,0.007205141,0.196654667,0.437943546,0.011370242,0.034649304,0.002958193
144,2,50.37,0.033050527,0.007338089,0.197093012,0.438834168,0.010866105,0.035877461,0.003062501
145,2,50.37,0.033050527,0.007338089,0.197093012,0.438834168,0.010866105,0.035877461,0.003062501
146,2,50.37,0.033050527,0.007338089,0.197093012,0.438834168,0.010866105,0.035877461,0.003062501
147,2,50.37,0.033050527,0.007338089,0.197093012,0.438834168,0.010866105,0.035877461,0.003062501
148,3,0,0.018977856,0.07705815,0.0004176,0.26291636,0.395196372,0.027461382,0.076925032
149,3,0.6,0.020352918,0.086616429,0.00040409,0.290025937,0.353525544,0.026942128,0.086582982
150,3,0.6,0.020352918,0.086616429,0.00040409,0.290025937,0.353525544,0.026942128,0.086582982
151,3,1.2,0.02172798,0.096174707,0.00039058,0.317135513,0.311854716,0.026422874,0.096240932
152,3,2.46,0.024615611,0.116247092,0.000362209,0.374065624,0.224345977,0.025332441,0.116522627
153,3,2.46,0.024615611,0.116247092,0.000362209,0.374065624,0.224345977,0.025332441,0.116522627
154,3,3.67,0.027388652,0.135522953,0.000334964,0.428736604,0.140309808,0.024285279,0.135999493
155,3,4.28,0.028786632,0.145240536,0.000321228,0.456298007,0.097944466,0.02375737,0.145818409
156,3,4.87,0.030138776,0.15463951,0.000307943,0.482955757,0.056968152,0.023246771,0.155315393
157,3,4.87,0.030138776,0.15463951,0.000307943,0.482955757,0.056968152,0.023246771,0.155315393
158,3,5,0.030436707,0.15671047,0.000305016,0.488829499,0.047939472,0.023134266,0.157407949
159,3,5.48,0.030870307,0.15135297,0.006497294,0.46769604,0.052057207,0.029226333,0.155149654
160,3,5.48,0.030870307,0.15135297,0.006497294,0.46769604,0.052057207,0.029226333,0.155149654
161,3,5.48,0.030870307,0.15135297,0.006497294,0.46769604,0.052057207,0.029226333,0.155149654
162,3,6.7,0.031972373,0.137735989,0.022236,0.413981833,0.062523117,0.044710339,0.149409823
163,3,7.31,0.032523407,0.130927499,0.030105353,0.387124729,0.067756072,0.052452342,0.146539907
164,3,7.31,0.032523407,0.130927499,0.030105353,0.387124729,0.067756072,0.052452342,0.146539907
165,3,8.53,0.033625474,0.117310518,0.04584406,0.333410521,0.078221982,0.067936348,0.140800076
166,3,8.53,0.033625474,0.117310518,0.04584406,0.333410521,0.078221982,0.067936348,0.140800076
167,3,8.53,0.033625474,0.117310518,0.04584406,0.333410521,0.078221982,0.067936348,0.140800076
168,3,9.74,0.034718507,0.103805152,0.06145376,0.280136594,0.088602106,0.083293435,0.135107293
169,3,9.74,0.034718507,0.103805152,0.06145376,0.280136594,0.088602106,0.083293435,0.135107293
170,3,9.74,0.034718507,0.103805152,0.06145376,0.280136594,0.088602106,0.083293435,0.135107293
171,3,10,0.034953374,0.100903173,0.064807911,0.268689304,0.090832546,0.086593305,0.13388405
172,3,12.95,0.023444949,0.179751836,0.027191398,0.123857132,0.066791996,0.392020662,0.179302947
173,3,12.95,0.023444949,0.179751836,0.027191398,0.123857132,0.066791996,0.392020662,0.179302947
174,3,13.56,0.02106524,0.196056136,0.019413068,0.093908785,0.061820899,0.455176827,0.188694651
175,3,13.56,0.02106524,0.196056136,0.019413068,0.093908785,0.061820899,0.455176827,0.188694651
176,3,14.16,0.018724544,0.212093153,0.011762252,0.064451394,0.056931295,0.517297646,0.197932393
177,3,14.16,0.018724544,0.212093153,0.011762252,0.064451394,0.056931295,0.517297646,0.197932393
178,3,14.77,0.016344835,0.228397453,0.003983922,0.034503047,0.051960198,0.580453811,0.207324097
179,3,15,0.015447568,0.234544976,0.001051109,0.023211047,0.05008585,0.604266792,0.210865231
180,3,16.64,0.012940738,0.159613401,0.00615788,0.018134227,0.061202171,0.461329598,0.152704917
181,3,17.24,0.012023605,0.13219941,0.008026211,0.016276854,0.065269117,0.409035503,0.131426753
182,3,17.24,0.012023605,0.13219941,0.008026211,0.016276854,0.065269117,0.409035503,0.131426753
183,3,18.46,0.010158768,0.076457629,0.01182515,0.012500196,0.073538576,0.302704176,0.088161153
184,3,19.05,0.00925692,0.049500538,0.013662343,0.010673779,0.07753774,0.25128165,0.067237625
185,3,20,0.007804793,0.006095053,0.016620533,0.007732938,0.083977072,0.168482666,0.033547199
186,3,20.88,0.034287353,0.012670292,0.045630615,0.006392349,0.078411054,0.153776024,0.062966412
187,3,21.48,0.052343644,0.01715341,0.065410217,0.005478311,0.074616042,0.143748768,0.083024966
188,3,22.08,0.070399935,0.021636528,0.085189819,0.004564273,0.070821031,0.133721512,0.10308352
189,3,23.93,0.1260735,0.035459475,0.146176923,0.00174599,0.059119744,0.102804139,0.164930728
190,3,23.93,0.1260735,0.035459475,0.146176923,0.00174599,0.059119744,0.102804139,0.164930728
191,3,24.53,0.144129791,0.039942593,0.165956525,0.000831952,0.055324732,0.092776883,0.184989282
192,3,24.53,0.144129791,0.039942593,0.165956525,0.000831952,0.055324732,0.092776883,0.184989282
193,3,25,0.158273886,0.043454368,0.181450546,0.000115955,0.052351973,0.084922199,0.200701816
194,3,26.38,0.163417212,0.056654206,0.165793928,0.004183313,0.046164502,0.070508653,0.231865545
195,3,26.38,0.163417212,0.056654206,0.165793928,0.004183313,0.046164502,0.070508653,0.231865545
196,3,29.51,0.175082871,0.086592967,0.130282903,0.01340855,0.032130601,0.037817058,0.302548496
197,3,29.51,0.175082871,0.086592967,0.130282903,0.01340855,0.032130601,0.037817058,0.302548496
198,3,29.51,0.175082871,0.086592967,0.130282903,0.01340855,0.032130601,0.037817058,0.302548496
199,3,29.51,0.175082871,0.086592967,0.130282903,0.01340855,0.032130601,0.037817058,0.302548496
200,3,30,0.176909125,0.091279866,0.124723669,0.014852757,0.029933601,0.032699204,0.313613878
201,3,30.73,0.178272128,0.080640144,0.117853065,0.029494681,0.041451658,0.051649092,0.301459312
202,3,30.73,0.178272128,0.080640144,0.117853065,0.029494681,0.041451658,0.051649092,0.301459312
203,3,30.73,0.178272128,0.080640144,0.117853065,0.029494681,0.041451658,0.051649092,0.301459312
204,3,30.73,0.178272128,0.080640144,0.117853065,0.029494681,0.041451658,0.051649092,0.301459312
205,3,31.94,0.180531352,0.06300444,0.106464804,0.053764173,0.060543231,0.083059181,0.281312702
206,3,33.14,0.182771905,0.045514486,0.095170661,0.07783309,0.079477024,0.114209682,0.261332593
207,3,33.74,0.183892181,0.036769509,0.08952359,0.089867548,0.08894392,0.129784933,0.251342539
208,3,33.74,0.183892181,0.036769509,0.08952359,0.089867548,0.08894392,0.129784933,0.251342539
209,3,33.74,0.183892181,0.036769509,0.08952359,0.089867548,0.08894392,0.129784933,0.251342539
210,3,33.74,0.183892181,0.036769509,0.08952359,0.089867548,0.08894392,0.129784933,0.251342539
211,3,33.74,0.183892181,0.036769509,0.08952359,0.089867548,0.08894392,0.129784933,0.251342539
212,3,35,0.186244762,0.018405057,0.07766474,0.115139911,0.108824401,0.162492959,0.230363425
213,3,35.59,0.182382214,0.049655523,0.081557314,0.105400191,0.114436298,0.166505005,0.264131653
214,3,35.59,0.182382214,0.049655523,0.081557314,0.105400191,0.114436298,0.166505005,0.264131653
215,3,36.79,0.174526184,0.113215794,0.089474414,0.085590591,0.125850324,0.174665098,0.332812797
216,3,38,0.166604688,0.177305733,0.097457489,0.065615911,0.137359468,0.182893192,0.402066283
217,3,38.6,0.162676673,0.209085868,0.101416039,0.055711111,0.143066481,0.186973239,0.436406855
218,3,39.19,0.158814125,0.240336334,0.105308613,0.045971391,0.148678377,0.190985285,0.470175084
219,3,39.19,0.158814125,0.240336334,0.105308613,0.045971391,0.148678377,0.190985285,0.470175084
220,3,39.19,0.158814125,0.240336334,0.105308613,0.045971391,0.148678377,0.190985285,0.470175084
221,3,39.79,0.154886111,0.27211647,0.109267162,0.036066591,0.154385391,0.195065332,0.504515655
222,3,40,0.153511306,0.283239517,0.110652655,0.032599911,0.156382845,0.196493348,0.516534855
223,3,40.4,0.150240164,0.264584252,0.102808518,0.062795344,0.174024455,0.191975869,0.491451569
224,3,40.4,0.150240164,0.264584252,0.102808518,0.062795344,0.174024455,0.191975869,0.491451569
225,3,41,0.145333452,0.236601355,0.091042312,0.108088492,0.200486869,0.185199651,0.453826639
226,3,41,0.145333452,0.236601355,0.091042312,0.108088492,0.200486869,0.185199651,0.453826639
227,3,45,0.112622038,0.050048709,0.012600942,0.410042813,0.376902962,0.140024866,0.202993772
228,3,46.21,0.08863887,0.04992378,0.010486746,0.450863835,0.312511577,0.12967235,0.158776772
229,3,48.68,0.039681496,0.049668762,0.00617099,0.534192698,0.181068005,0.108539531,0.068515624
230,3,48.68,0.039681496,0.049668762,0.00617099,0.534192698,0.181068005,0.108539531,0.068515624
231,3,49.29,0.027590808,0.049605781,0.005105155,0.554771891,0.148606233,0.103320494,0.046224409
232,3,49.89,0.015698329,0.049543833,0.004056794,0.57501372,0.11667662,0.098187016,0.024298624
233,3,50,0.013518041,0.049532476,0.003864594,0.578724722,0.110822858,0.097245878,0.020278897
234,3,50.48,0.014278927,0.071632936,0.014683679,0.542024986,0.101316862,0.14382211,0.029817139
235,3,50.48,0.014278927,0.071632936,0.014683679,0.542024986,0.101316862,0.14382211,0.029817139
236,3,50.48,0.014278927,0.071632936,0.014683679,0.542024986,0.101316862,0.14382211,0.029817139
237,3,50.48,0.014278927,0.071632936,0.014683679,0.542024986,0.101316862,0.14382211,0.029817139
238,3,50.48,0.014278927,0.071632936,0.014683679,0.542024986,0.101316862,0.14382211,0.029817139
239,3,50.48,0.014278927,0.071632936,0.014683679,0.542024986,0.101316862,0.14382211,0.029817139
240,3,50.48,0.014278927,0.071632936,0.014683679,0.542024986,0.101316862,0.14382211,0.029817139
241,3,50.48,0.014278927,0.071632936,0.014683679,0.542024986,0.101316862,0.14382211,0.029817139
242,3,50.48,0.014278927,0.071632936,0.014683679,0.542024986,0.101316862,0.14382211,0.029817139
243,3,50.48,0.014278927,0.071632936,0.014683679,0.542024986,0.101316862,0.14382211,0.029817139
244,3,50.48,0.014278927,0.071632936,0.014683679,0.542024986,0.101316862,0.14382211,0.029817139
245,3,50.48,0.014278927,0.071632936,0.014683679,0.542024986,0.101316862,0.14382211,0.029817139
246,3,51.69,0.016196995,0.127344513,0.041956789,0.449511068,0.077353831,0.261233027,0.053861458
247,3,51.69,0.016196995,0.127344513,0.041956789,0.449511068,0.077353831,0.261233027,0.053861458
248,3,52.29,0.017148103,0.154970088,0.055480645,0.403636397,0.065471336,0.319453316,0.06578426
249,3,52.29,0.017148103,0.154970088,0.055480645,0.403636397,0.065471336,0.319453316,0.06578426
250,3,52.29,0.017148103,0.154970088,0.055480645,0.403636397,0.065471336,0.319453316,0.06578426
251,3,52.89,0.01809921,0.182595663,0.069004501,0.357761727,0.053588842,0.377673606,0.077707063
252,3,52.89,0.01809921,0.182595663,0.069004501,0.357761727,0.053588842,0.377673606,0.077707063
253,3,53.5,0.01906617,0.210681664,0.082753755,0.311122479,0.041508305,0.436864234,0.089828579
254,3,53.5,0.01906617,0.210681664,0.082753755,0.311122479,0.041508305,0.436864234,0.089828579
255,3,53.5,0.01906617,0.210681664,0.082753755,0.311122479,0.041508305,0.436864234,0.089828579
256,3,53.5,0.01906617,0.210681664,0.082753755,0.311122479,0.041508305,0.436864234,0.089828579
257,3,53.5,0.01906617,0.210681664,0.082753755,0.311122479,0.041508305,0.436864234,0.089828579
258,3,54.09,0.020001426,0.237846813,0.096052213,0.266012387,0.029823852,0.494114185,0.101552669
259,3,54.09,0.020001426,0.237846813,0.096052213,0.266012387,0.029823852,0.494114185,0.101552669
260,3,54.09,0.020001426,0.237846813,0.096052213,0.266012387,0.029823852,0.494114185,0.101552669
261,3,54.09,0.020001426,0.237846813,0.096052213,0.266012387,0.029823852,0.494114185,0.101552669
262,3,54.09,0.020001426,0.237846813,0.096052213,0.266012387,0.029823852,0.494114185,0.101552669
263,3,54.09,0.020001426,0.237846813,0.096052213,0.266012387,0.029823852,0.494114185,0.101552669
264,3,54.69,0.020952534,0.265472388,0.109576069,0.220137716,0.017941357,0.552334475,0.113475471
265,3,54.69,0.020952534,0.265472388,0.109576069,0.220137716,0.017941357,0.552334475,0.113475471
266,3,55,0.02144394,0.279745602,0.116563395,0.196435803,0.011802068,0.582414958,0.119635586
267,3,55.3,0.020628897,0.279548573,0.113510353,0.184669883,0.011360394,0.561854501,0.121054521
268,3,55.3,0.020628897,0.279548573,0.113510353,0.184669883,0.011360394,0.561854501,0.121054521
269,3,55.3,0.020628897,0.279548573,0.113510353,0.184669883,0.011360394,0.561854501,0.121054521
270,3,55.91,0.018971642,0.279147947,0.107302501,0.160745846,0.010462323,0.520048239,0.123939689
271,3,55.91,0.018971642,0.279147947,0.107302501,0.160745846,0.010462323,0.520048239,0.123939689
272,3,55.91,0.018971642,0.279147947,0.107302501,0.160745846,0.010462323,0.520048239,0.123939689
273,3,55.91,0.018971642,0.279147947,0.107302501,0.160745846,0.010462323,0.520048239,0.123939689
274,3,55.91,0.018971642,0.279147947,0.107302501,0.160745846,0.010462323,0.520048239,0.123939689
275,3,55.91,0.018971642,0.279147947,0.107302501,0.160745846,0.010462323,0.520048239,0.123939689
276,3,55.91,0.018971642,0.279147947,0.107302501,0.160745846,0.010462323,0.520048239,0.123939689
277,3,55.91,0.018971642,0.279147947,0.107302501,0.160745846,0.010462323,0.520048239,0.123939689
278,3,57.13,0.015657133,0.278346696,0.094886797,0.112897771,0.008666182,0.436435716,0.129710025
279,3,57.13,0.015657133,0.278346696,0.094886797,0.112897771,0.008666182,0.436435716,0.129710025
